-3 -1.5 10.1.1.2
244f65e3ac833f6e38761a6e98391e01b0465e02 0.558808 -1
d5f85e84c94a1d3f564d44a69d500baade3659ee 0.567137 -1
d54f7e425292bae75b4ca4ac0a2ff28ba4b4af2e 0.568018 -1
a1ac3b82a87430ca08154b07cb001e30c7ce479e 0.568727 -1
5fb708a63e0c499ccd1dddcbefcde6568196a886 0.569422 -1
d813a35132255fcff6f36ffc0630e799d74b305e 0.589464 -1
0003eea4fa2fe5f4167d7f86714a847cecd5769a 0.590795 -1
94c7d24a22a5d337e7cb70e110706989a0b428c2 0.596471 -1
45a7e98d85f9963ed1a771b4aee5f51a90add41f 0.597201 -1
7d9d2e5a98fb80b03a5e284d4c5680c6ff0b0e58 0.612770 -1
f199b63dd864f927f9955629bec2ed52f0bcd3a5 0.615855 -1
3d8dff957b071b61bdd7899942a5d02b8e2b8311 0.617337 -1
d18dc23b3ffba5ace12457511d5b848ae1e624e0 0.639698 -1
1cab447ea9df3d81446a0d55717a9930e5c825a9 0.641614 -1
e08c2a5647540b9415d172b7b50c70d5d752f53b 0.700188 -1
35c60a13b29fa24989098083b037366a52f9f8ba 0.707402 -1
8787f8b135fbae5e99dfbaa6ea0a9a881f35256e 0.709772 -1
84447f8412c50bfd19ee804dd88b29a8217f15bb 0.728171 -1
f9608460ceabec7976d048bc7ce8e9d0f59a496d 0.729112 -1
e39bc0a01e435427bc98e804897b8a84fd2a4225 0.730256 -1
972617efc4cfaf9406b75a815404a16abb29c417 0.730939 -1
51fe63114ff9f9ee1e37511a47223c2de2b94c9f 0.738939 -1
01afc664536d7414977c39f018159420ebf63678 0.739976 -1
4644592b61535aa66236633385179466ac7b7f41 0.756434 -1
968d7f0a311b3a32131611c16cec24579d84ec66 0.757337 -1
cfc638d4158e8dc471ef752312231b4f09f501d0 0.775343 -1
c3d184e88c369270740d4e5fa48ff23f93129238 0.777719 -1
82e2160d6ccc90dd3b7689150f94e3fbd3756af8 0.785772 -1
72b2619e33f4e733b832dbcba8fcaba1ccfbdffd 0.786538 -1
6174ce369031aa92a3b00b391da99152ee3f381d 0.806053 -1
19347d25da3b447bebd7263630174301a1a99dcd 0.806703 -1
473ce6d6929e2085ff23e3cdae6cae1aaf5d2592 0.807733 -1
cb1892bc17e67f58054ddf6dab2cf112beba4c96 0.808289 -1
fff5d1856c93d735257d78194dfae5414af098a1 0.814962 -1
6b990fe1f3704fd357f0c6e12787b8f29f205710 0.816018 -1
d87664e388b286a3c250c3da5bec387529e561b8 0.817681 -1
ee57d703579a30c58b67e52341bb68164b8c6493 0.834743 -1
766b40c80646101c4426c897e4c0ad7d63df5441 0.837159 -1
affda10f503e244d64b8f790d55e93ec7a2f6720 0.844456 -1
f77b273496f39a5f6b38091c3cb0c1ae0f0b00a5 0.845122 -1
0e662eb26892b28e8f5c700692ee72fcbc9e437a 0.846102 -1
f5ed35a4251d6ba330f37279c6adab055f27cb1f 0.846765 -1
6fd33d7bffe4d193947fcbd725662d5c0eb40310 0.886279 -1
c592cba66c8d47bca00f751a4dc89c02d99d58b0 0.886875 -1
0f24d300f69149b04f6d89699a7791ebbaa55407 0.888803 -1
8ba4e16026f5c8494ed829b982895ccbcc050965 0.901986 -1
d952ba3921ed935e7618138e18c16a911a6f8b75 0.970586 -1
de4ab5d0f86efaf037c67d15e120198bdc9bb41f 0.971678 -1
48e8d0ab5b205845007f08542a678d3e9877849b 0.973127 -1
b86344237702553ed22fa4946217c0451979e3a0 0.980049 -1
7ced23d99abcfca26a49678b026252c58d6500b7 0.996446 -1
d7c569470e0c036861ec2d5da37e254962393d8f 1.005282 -1
777b740b342d34c862f01de5aa005310708db6f9 1.006095 -1
a2d7abf458673031687534a28a238b1267ec0801 1.007785 -1
ecfda70cb14932bd5e013d5fb78a3dc5fdd1472d 1.028626 -1
a4ae76bc6a4077b6e4c2db6fd63869c62f834b42 1.034644 -1
218e85b59956e87b0206e366006573f14cc1c78d 1.036744 10
0cc656625df26fa4d1e4eb6dd42c41aeda162aef 1.056794 -1
f98aa4cf7462bcd935379a419841a78a7e93ccb9 1.061057 -1
1cae6852050ecc4c370c8efe9d8299a1e5b6b63a 1.067788 -1
99ba48e3060e300a7cc06e434a6e7d0c1632e199 1.069353 -1
d9c43ee57d2b6a4d7796deee8093507c774d4436 1.070848 -1
809f6cc66e2e6e8c589cba534172b3c92c2bef8b 1.109536 -1
27cdaea3525d477181aaed3f2c3c1e6bf48d9ede 1.110980 -1
356520df44053288ef93cdf8a4903373f4ebbddb 1.118650 -1
f070d195fe44768803a86864d1e18133ff7bb820 1.120952 -1
365c5cd19c30be16cdbb5e0de85f95398680ff5d 1.136734 -1
50e84de64251c010d0197300a66b45c371d2b757 1.144908 -1
e9502561003d4b6f71500d9f564226fee1bd55cf 1.146161 -1
a265a7fc7e3707a44531aae4ea23fa28ac859e92 1.163696 -1
2804194e94d56cdbf11bd8d80d956c672e8cdbfb 1.165262 -1
35addc05536e7ca33e3958189f4ac3efd9bd962d 1.171382 -1
edda42c968b72bcd259e9e61d6affaf3d1daba49 1.173254 -1
f8a162c8334a69f72f82be68be65870dfb295930 1.174069 10
1ec63be8990f79bd2fe0622564cc25602f04bcb0 1.195638 -1
a8b5b4d1dc0345e4b231f2dcc4d5e6795284391c 1.203006 -1
e63fad5463fc909c7b591cc9a7363e28f90b8c2e 1.218443 -1
f5bab8e4bb141b1188206441ee358192a779a109 1.227291 -1
7da0f0af4c342dfde44f805db7dc40761166084a 1.228297 -1
7bc0e6df7730a2eebdc152ecfc790547e4b35751 1.229251 -1
0faa7f9b1015600bab5f76276c98adbd7d751b02 1.249013 -1
3d1aab6781114a21f5a26d426a731ed5f55ee164 1.249817 -1
0816d562562b61cac0f047fb21829da508d21404 1.250436 -1
24e208310ecae2fdaafed0be8fa1f7027b67e07b 1.251616 -1
917fb2ff8e8bf8883a7aa21138d7fafaaa848eaa 1.257914 -1
3c567eb5be6acc5b5eb8da04f729ac18c08488b3 1.259316 -1
6c4c25da7b288408d6adb21e45f291f84e52563d 1.278067 -1
936e341d17b30f6ce906bb8b3c967672d285834c 1.279291 -1
60d8de13a7a130c3c7c5aa4aa6137cd67907b107 1.280369 -1
9c31f23b0c4df857ba8093c938c00b101765a7e6 1.287308 -1
d7a5bb8ba17fcad7d8a6cf63cf0028ad08d99e5b 1.304027 -1
cc400d1769ca42137a392183f0e0ae9659226733 1.304938 -1
048e4525c36bda4eb1cd0fabcef7166ad2c12328 1.313641 -1
3ffcb5c609b4d3e2ebe6863ab1b4e696895d91ac 1.315523 -1
c68c27711d9f8a85da17d8f5cde995bebe42e42f 1.338350 -1
0d866ee3a52627125dcc3e617e656f88913a4406 1.341702 -1
58ec878bd1ae6b3d65c8f5b0156c2e1fefdc7d56 1.348229 -1
22c2ab65cf87e72e214da9cda5d1283b90f85659 1.348973 -1
54d7bc27a0df426cebb3fe3b15b4c445c49f6490 1.350612 -1
8bf29d82ec28b0d086f7a46806b7c2b87cfcba48 1.367609 -1
07f1556a2cb43608b9425ca12c22d99f56a3bfd2 1.369499 -1
5f0d0eb32defeb5fbc77811486615cba15bddd14 1.378726 10
91182e2a0a3aa97ed03c1fdea8144e45b10eac19 1.824458 10
8c5b0445bbb8df98b4755dd8bc95866b01889f8d 2.107814 10
109e31f207aa926a04603b3a5651baa4a9ea0f98 2.314276 10
4fbc2af23278bb8e963c65b8c92d357d4077213c 2.438633 10
f65718793659af06ab5207976a92f85b89a78ea7 2.661617 10
42249c8fa70fb5ce2cbc1334308c290844f357c4 2.705507 10
2674a02f21c469eb30db3610bf836fea8dfc57c8 3.085209 10
228aed34486b371e793125f9ecd381cf052a8fe8 3.091908 10
02b8dafc6b34a63e4a0f6b2cfd123063bab0fcfa 3.717408 10
5c231d73a431aa52420fc87a31ef6a7d877b59f7 4.134860 10
55a966af213ab3f310a5bfd3238d230068bb99fe 4.697758 10
5b613fc5a9c17d183ed022472d5c3038f6868bc0 5.036224 10
ef7b29a94b006393333f166842f2616e0dffe21f 5.112698 10
b53ed549e175445956b54d9359d3df64b0e346e4 5.460330 10
202ae2c9e5703b17c5824e5a811312894b90a492 5.614083 10
c7882c9a0a6d73de035bdcaabcc01d466e6c71e7 5.778462 10
7e1638370984ca89403747a76df33d2f6485570e 5.885647 10
ddbfb6fb4294b1cbca6c78cb248babaafdf79104 6.081682 10
5bd0a4f44d3aad2955f6f84a49b69f97dc4bf1d1 6.104576 10
8392a9267108102c47c50248a4d554e17152d4bb 6.564148 10
25f1403719599247d5986126ec709eda85e2e8ad 6.791214 10
278c5bca66bbc29d87b93fc753ccd6472da504bb 6.823243 10
7599a19e7b7aae2a5f2dcae3e2ccee666d7e7010 7.737009 10
48ac1b84152ed34e2eda855f9fafc3a8c53725af 8.021746 10
571c4998f3dc6d0e8141d4aa00b34ccaa3e5f000 8.069866 10
66eedc627bdbb0bbc0bcb023fe004792affe5932 8.158937 10
262d9bd391246666135f05750fee21bd3c55e6d4 8.378151 10
0ee4130a3d6cdd1ffad95827a50ab390ed690cf5 8.403777 10
6010d616ca4f92775c78905aa91bff496d77c7d8 8.442851 10
1c95bc8b5ea978c8f379e92de933d9c477a098c9 8.572338 10
77c5931e1febbeb8e2228d834a63d3b410dfeeba 8.754561 10
4a0521436be7369566d31ebd41bdeb8a3cc6216f 8.804474 10
ac194896ed1e8109979a21b6a050883a3189613c 8.868322 10
ccc3821252521a8ba92b8132196fced167cff0f8 8.931565 10
04b758f5469d1ba09f73a5fefc26c05b13852b04 9.014435 10
7887b38b6d8e3ba8fa7182b78a1772e76d691022 9.063491 10
78c1b975c9db482e5d86238222257a344872c695 9.213165 10
f3aab742812a72c98c6d02ae991984369c2af60c 9.454971 10
bd8bf9076cbf1359ac0c2af7d970ae42849e093f 9.831269 10
ae6e16fe395facfdd67cb3786c9652d0d67a13d6 9.930757 10
64bdbc36930e2b2bf390b48ba9e49c87b937c030 10.174966 10
868f1bf4786f4cc2acd2a04f1a68b2761d0283d8 10.450078 10
319cb92bc4cf2420bd19476be5e6f55312afd2ed 11.080153 10
eae9a5717c801376da5f73d1f5bba38d867048f2 11.325381 10
93d428a57e2f2b654373a291b565944ec161735b 12.545375 10
be9c95ce29ae457c2f5195ecbdfde15f14afaf2e 12.548163 10
e52753c7bf88f7d56ad96dff0f54eaf10ea26c18 12.624368 1
ac2e718ba088016602f3c06be6afce8c26fb7e22 12.710126 9
2c264c2738f362436920d9ef59be4cef7ca648eb 12.718532 10
15c7ec72dbc7be58be23444eed3f45de910b1544 12.763432 3
c48b3b0499e7bb1c942372be093a7be44bb5e447 13.110334 1
a86a7e95b837575bcea0c4dc4d934c58fbf3b7f4 13.222387 2
d8607ed9e28a8f65d7d76b358655b215d2ed9b7c 13.833221 7
d22202861982d5dd87635ff569c868bb22e3c0db 13.948899 10
5ba548bd828a408a05a1f4eb0ac644543bdb78fc 14.261376 10
193fe53ae3866b55f6445762d08d682bac41e00b 14.570664 5
ac15cbddd398269eef00e5cfc36b70adbd7eeea6 14.838623 9
29e6390be79e062652d4ddfb8f0425e17ba794db 14.901718 10
f2d1dd651b9a706b242184b64c557de820cae9a7 14.975832 10
11a6f61f2700e819465ac28363c8f1f6cc7d7cd1 15.160666 4
f8c668bf8c08bcf6e7db061c9f2453a8ac8ffc82 15.238515 7
109b274fca5024bdbbbbda9ce4f0193a61eb952f 15.418117 9
65e95d8f53b1a92238756bc102d1712e6c64038a 15.458138 10
610995bc6f127083e469732715cfd13d2fbedd27 15.517705 9
ce9b15adc92072b0147710e312d16ac9b9cf1de1 15.831022 10
e0a468aa111c18d73d3a6d7cd7657303cd9b421b 15.950229 10
b95c62f7177afc9b4b26215c1e279791362dc462 15.981648 10
538d3eae8b5a67d815719cec30a69d23b3a10e37 16.151883 2
45f56c1f4a82d2aea9b48ef9cb788fbf3ad6b8fa 16.574651 9
60fdd3252643b2c499027a08566e8f4bca27b208 16.673434 9
362038b1e6d5123787330623385dad1a6d90c958 17.182377 10
db56c9462c0ecfd912e71b4de0de9cf1d2a1e6e1 17.564054 1
ca087bd4ffad4397c0eea28ddf4e8a272c80e963 17.687159 10
e9333f10a5b42664f73276ed50852ddf08ed9ebd 17.814970 5
abeadd346d82ff26e240d8eddb39dc1ca3cf754b 17.840440 3
445647f26c42372c736497e6a123270d823d55df 17.914358 4
922a4315b9e9e953073dea8a45fe30de60f3b347 18.012671 10
9a86bd096b696324211a1850c1d665bc00c6ce9c 18.020910 10
806a6621c4ea9924e3082f83a40e1cb749f6eef1 18.395951 3
011ea0da1d37624580460007f9390d9e4afea0c1 18.453089 4
9d79beb83dc29662ab20ec5a12447e17cf04325e 18.677115 7
187ce3410863cff607f3995cd5b8c53f482b1daa 18.704249 8
cc0b82d6dd32cbb6f7def690b08c6b2cc5823e50 18.852992 5
76b799c611f483e58da45148904af9a1c9835285 18.920910 3
d046182cf5318984fd028abcf7acd0a66f79cc5d 19.335353 10
475587f47a6085a4f99efbaaa18219a6d265e464 19.752749 4
c169e770d5aebc34da9533369ed501c22b284274 19.869930 10
1ab87f8a38f54a5cedf8644b24191d6a2ddf39cf 19.901362 5
af64cac69518e1739897da0e82300de9bb9c38dd 19.925990 10
29836c6127917c912826bc28885d62213c715b15 20.268686 3
00bd04fb6e8c2638e294b609c5a3898d780c3d4f 20.566246 10
8c469e793a2c7b5f2f545bfdf4cbd0fe5b610ef6 20.649311 10
7ef72d45493cdb968cb842398fed505c12b056c8 20.947834 10
33391d75e6a4102fc50e40e51a37fe1685ac5a3a 20.978100 4
3c319e11163922a6360cfde2f5e474b0e16c1163 21.743778 10
8114f774dccc29e2de4b26b812a30bfbe7e5dba0 21.792158 5
2037bb28b6cbb2436da2fa437efa97e8898ab101 21.918927 9
03acdf1ea8c5108dc5a0ddce7d9e29900995a5af 22.060140 5
a48b4ceb37f0ecc5204d4ee946aa8972a69b03f4 22.346083 7
c2325bfb4d62ba72c63dc2d49485456c395fd937 22.414059 4
83dfdf03ad177b58f4b719c4ae0d5f60b1c23073 22.538296 1
1e1a7247f83c564c873ec184235ee83163df6862 22.614409 3
e4d23b7881e74bdfaf09c3a1cb773760e981d07a 22.930640 4
b5f5e0aae6d9aeff575b198c116fbac6627d146c 23.064476 8
20e846a52b66c08f6cf1d68628c83e3189e24cea 23.474146 10
f9230b0cb6a900378df7f5d55a7bc2e8f6c5499b 23.512885 10
3ec128102be7bb8985460d7e97bbbf08e0094bbe 23.785669 2
91177951c833b9e3ef2938c710d63c20ed282e17 24.127119 5
93875d377abd78d9bb0c323356f0fc8a7af8c466 24.223178 3
66a09797b924b9d51a3ee159d56c77f0779ff615 24.329787 9
16bb51a654cd6aa57e1c9e564fdedaea859aae75 24.333605 9
71a14d64f80c7f087a4602c9d2df1982a8ec6069 24.334057 9
1e90531b742ed66112f8e36c28717e810c7e0b9a 24.369040 10
021fab279eb5e57ecff96840fe2a6081b88ffecb 24.453255 10
19a12e0c262dd519574d7bb3b7ed69f9154ed4fe 24.693205 7
1e8e898e4df860781023bfd5c7deb1b027d5ee86 24.745084 10
89d64bab26220161634c126f57bc379441730aa7 24.814042 3
49d047b89bd585990cf1b9ba0e4e0bf97044f168 25.206631 5
e2c42ff09ea06f0b15dd47654c1ac58920879257 25.492430 10
efeeb530159b695618b4705015a177e84e421702 25.762346 1
6a1a2209302ad4337038dee79e6ee40d5e35aca7 26.154002 2
63fa262644d36461b811213b2b71c25760070c9c 26.177528 10
7bc33f543f1844caaa22d177504cba7fa23d0d9e 26.240364 7
e6793aa0823bd540d21d0d9485fee66d27c54163 26.251195 5
78b4c4b87c2b4c98abac92ec9c24398a51b5de3a 26.480460 3
5e89b541fcd5b8f736dfe7e1d464a785cd5ce0aa 26.512611 10
27059c621f9e1f08de22bf6a10d49cb20673446e 26.641503 10
8ef0037075fdb5eac7c61300e9835c553e94d0e7 27.264096 4
3b7feff9bfd3a9b6cdb7a4fd7eca0cbee63bbb48 27.281204 2
3c353ee933dcd8510a40d549a1d649413773209e 27.419648 6
2e8288b33e2b5a038afae10a49c43874f1ddfae0 27.650882 10
d0ca6f1f40270053b3b318ea2a6a69dacf6443d6 27.823150 6
66d5827febeb377596c71fdb732c375355a5bdfd 28.208497 2
f185a2e1f9bf700f620af647f00d9ee22eb71f56 28.239720 10
3eec3fd4fbe57cdf1e10bcdefa8676d0834abac9 28.413514 1
f0532605000c0bd3630c9117dc3b1db329ba651d 28.421729 4
9a2b8f41a4685ac8e7a52d18ea8aa4d273f85996 28.595913 8
d484db3cde4dfec4742e6fee02f8fdabafc26ee0 28.678863 6
94ece366f2dc32d42aa8392c23891a979b47e1d6 28.695169 10
ce2189359bd5c3324d2d03102798405ab3aff104 28.834291 7
cac03bceb120637d2711498518d676d242352743 28.915751 2
7ce8069ecaa2d2f9f5d229d85077799cc310decc 29.000364 3
17787bd01ffe6157dc88cdbf1c6ad78bf44ae63f 29.141761 8
9574ef6110963e4f00c0e560930ba13d57b7c9aa 29.353726 4
3e36f8649c037c95cd7e44a5d05550b6e2e1ba50 29.402777 5
7be924b8be7d86e08a1b94b1f820d341305f5462 29.415767 4
cccfaca541b63fecfc7ab48bf64b3e4935281c35 29.433529 2
c328d2f1230861d144c56c0504eb84f631d114ca 29.461121 10
ab47fc76a31980518a57fff09eb9b001ac633137 29.562093 5
f1292275cac9a2bbae67edf61a57fc221d9b5cfb 29.586878 3
b49bc3b257ae2a15d1db6c07fbe1d3aa6b2273fd 29.743584 1
128bcdd923640d0fccf90f5349753bab1b3ad3d3 30.041256 3
49abb6f5271e60cc066e51c92cb08b6a69e833aa 30.512402 9
957fddaeb9b77d8e9090a9ddcfe992f9ecb922f1 30.735863 6
58c0726f32e142700b4a038a58a5ec6442d779f5 30.751309 1
713dd166ba2414ed7b6d16f00bcba65d0fcb817e 30.867690 10
295acb75daac5c3ba19d4d893acbc7d53be809e3 30.915663 4
33aef01956c3a8faf054e5cc8a84dc97586ad5b7 31.174418 10
d641bf498e53372710473ccab1132f0a0ab103e9 32.124416 7
4bbe8631bed3c53e23e63f517aae842ea15a2783 32.206888 3
1d41143eb90c27bd05b8a78fd75f81f0d38058fc 32.996660 10
d7f66786c8deaaa5d79bcb836b8251b6324f6225 33.038735 2
0e35c73652e11f8a02f4cd2c2f1301cad286b2f1 33.426660 5
3981b49e0d53455f66b9aed094a55471c6f86007 33.708040 9
2661b56e594be392f307754e0692a1f8e6a81da4 33.764967 10
963d67b83a0a27dfb0bce11febaaf61c85720da4 33.790194 3
63dd0f4e55e47bd59a44771be64d2d95c32ce8e7 33.860419 10
5ff7d92e320093b1335fbc1daea62ed79aa70981 34.134997 9
0de68a6ed881aeef8654929a719aefa2f621c164 34.139011 4
3ea21f237a4b1f09725d304d7ffe683c1eb05b5b 34.187002 3
aed43fd07d3b139662c780a906b965ebeb89fb76 34.255560 8
ed68e7602248caa455094e01a329630260b0f30b 34.430021 1
7ce1f1128632d71e4152905eb6bdc9e0ba645649 34.663756 8
a3d0c5fa2fe859ce60d5d0af8f381a3a2da7d0fa 34.740853 6
c3ceb1953212dcbf2ed9c61065d9ad02ae75525c 34.929411 9
17d3eafd5c0a33df99625dbd6aff5bb08f8fabb1 35.070217 9
b8b65e91d6624cfb5ea1f5fc0a719c9ad8ba68e8 35.450854 5
1d58b538d46a05db08abb93d2234666aa98df96e 35.910611 5
f5a8b45a46f9777c419ee92df1d700cd4417e7b8 36.011044 8
3efdf890db1483db5e686ca7270b7a6246c2354d 36.088372 9
89f148ebc1dc8521332ff83987021f3575b71bb8 36.661196 2
75e8607c8d4aa4c55babaf096b483661447ed797 37.056802 1
