3.5 1.5 10.1.11.2
8861762f2ab3f15957ae6447dfe0c3a005f3ea70 0.058404 -1
75a6b0fae8f2a13c7ea734258d70dfefb24fd34a 0.058527 -1
db7a752d6a4ab92c28957d8fa16299ec6ff2eb95 0.060711 -1
e95f046535a8e4a79ef654e0aed232676230ed17 0.060906 -1
c66938cb9327b82ea02f4312975e0f0bd754a023 0.061175 -1
dfae6998feb4919d59659d811b44b608454e3dba 0.065551 -1
49c5722e76073d36ebf40cd5b70540897c592e68 0.066335 -1
7d0f4147c1ae0c40edd3e12c5c5dbab1eb28c5d5 0.068177 -1
cf363bfe046b7d3d5dcf54171b0259e830915e5b 0.070684 -1
86782235f36b4a3cd58fa9fa0fc3d3118d9241ac 0.070825 -1
728b1231ce31cd65836958c72cf6ff366d7fe680 0.071154 -1
9952a642e46a2d17ca36d376efd62b00cf3d2286 0.073746 -1
e6114953f43028c246a1052e6efbf52aba062add 0.073944 -1
a7e011420e2c13ca0e56e443dd088ce95031ea4a 0.074045 -1
3a6b412e4da712dea873c48190a3f46806bd976f 0.077220 -1
b1345099d1732bb3efbe3222c93d8291aafc376e 0.077696 -1
36e9e8fe1d7977a45c71646ed67526959b6b7f84 0.079775 -1
419799045966cb118ebb857b42a65d3a4bdc1897 0.079960 -1
22f3500484fd70aaeef8f553890c05ce521214f1 0.080297 -1
0aea2d2253dd819a8bb40a796e57ee492316e513 0.084082 -1
abbcf3da6a1ae8ff2e54ca14e0bce7b51cc2cf27 0.084361 -1
d1347e5c94956039f73b9062d01693105df245ea 0.084870 -1
27ae358bc954ae351ef7864635c463ad597eee1d 0.087457 -1
4656b8be9b9d547eab4919e332e7974ba41c7b64 0.087602 -1
590fcf92fcbfa4c3c73b13098542504062c415cb 0.091251 -1
1c623be8eb857ba6fb78149e3533265dabe2b613 0.093551 -1
3bd96bcfd585552dcdae228bf91027ea3eb858c3 0.096172 -1
66ac1c6bb48d0bc525e209e2d260b1039a1d2fed 0.096305 -1
2da27990bbbe48c28f61363ef26d5be832c147a3 0.100697 -1
b579164976a71d289cd716e5cbb0233c914528ac 0.101525 -1
5c3a8547811b371ae6b35a24f3620c88ba76b4f3 0.101761 -1
50f9dcd188e6fede830a7975842e8b5b42ab6081 0.103857 -1
12cdbd25a9edbbc1d3b1abcc0a8c8a3a3eb908fd 0.107612 -1
ef0f666d6696c352b84b4e522e00dde0ad489db9 0.108396 -1
5d95a6f5f50d0601b8b1d25aa704fde3c3c7f06e 0.108654 -1
8ee99e5e22be746695c022d4f2735ea16206378f 0.108841 -1
4734181b65dbd97e624d9a8002cc2fa9b76363d9 0.110652 -1
c43edf82d9b4bb46570bb80d736498eb0da98b37 0.110910 -1
0453748841f51ef8a29c1b7c49ee44dafd76b8c0 0.111283 -1
88860dee88e86fce55e66d0b34f8f862f597fc4d 0.115622 -1
17d4ac4c89f9767d1526d59af2ac3c9d7d50086b 0.118117 -1
d096da5034464442bd4bc0abf5c188308b13e298 0.121577 -1
3945f1e20e706943b422c6c98d4b429aa861ba0a 0.122431 -1
916d419bcd2da8478ad4f1a514e94a2fad7f7fc7 0.122593 -1
f74de78f880a9769698f10fd255938ac0e8c00db 0.124429 -1
3e6acfe45fcd93454ca1bcb5d402a9eace1a8c2a 0.124681 -1
a3d1b8df0d7df2b9f5d2c582a94d2855bda16aea 0.127329 -1
55bd2082cf95afce5a90de917019d79f8565fb21 0.130047 -1
244f65e3ac833f6e38761a6e98391e01b0465e02 0.130329 -1
d5f85e84c94a1d3f564d44a69d500baade3659ee 0.134574 -1
d54f7e425292bae75b4ca4ac0a2ff28ba4b4af2e 0.135326 -1
a1ac3b82a87430ca08154b07cb001e30c7ce479e 0.135562 -1
5fb708a63e0c499ccd1dddcbefcde6568196a886 0.135727 -1
d813a35132255fcff6f36ffc0630e799d74b305e 0.138237 -1
0003eea4fa2fe5f4167d7f86714a847cecd5769a 0.138507 -1
94c7d24a22a5d337e7cb70e110706989a0b428c2 0.143170 -1
45a7e98d85f9963ed1a771b4aee5f51a90add41f 0.143450 -1
7d9d2e5a98fb80b03a5e284d4c5680c6ff0b0e58 0.145572 -1
f199b63dd864f927f9955629bec2ed52f0bcd3a5 0.145834 -1
3d8dff957b071b61bdd7899942a5d02b8e2b8311 0.146127 -1
d18dc23b3ffba5ace12457511d5b848ae1e624e0 0.150320 -1
1cab447ea9df3d81446a0d55717a9930e5c825a9 0.150920 -1
e08c2a5647540b9415d172b7b50c70d5d752f53b 0.153417 -1
35c60a13b29fa24989098083b037366a52f9f8ba 0.157035 -1
8787f8b135fbae5e99dfbaa6ea0a9a881f35256e 0.157885 -1
84447f8412c50bfd19ee804dd88b29a8217f15bb 0.160081 -1
f9608460ceabec7976d048bc7ce8e9d0f59a496d 0.160290 -1
e39bc0a01e435427bc98e804897b8a84fd2a4225 0.160553 -1
972617efc4cfaf9406b75a815404a16abb29c417 0.160727 -1
51fe63114ff9f9ee1e37511a47223c2de2b94c9f 0.163383 -1
01afc664536d7414977c39f018159420ebf63678 0.163638 -1
4644592b61535aa66236633385179466ac7b7f41 0.165974 -1
968d7f0a311b3a32131611c16cec24579d84ec66 0.166166 -1
cfc638d4158e8dc471ef752312231b4f09f501d0 0.169588 -1
c3d184e88c369270740d4e5fa48ff23f93129238 0.170627 -1
82e2160d6ccc90dd3b7689150f94e3fbd3756af8 0.173128 -1
72b2619e33f4e733b832dbcba8fcaba1ccfbdffd 0.173280 -1
6174ce369031aa92a3b00b391da99152ee3f381d 0.175828 -1
19347d25da3b447bebd7263630174301a1a99dcd 0.175981 -1
473ce6d6929e2085ff23e3cdae6cae1aaf5d2592 0.176198 -1
cb1892bc17e67f58054ddf6dab2cf112beba4c96 0.176339 -1
fff5d1856c93d735257d78194dfae5414af098a1 0.178587 -1
6b990fe1f3704fd357f0c6e12787b8f29f205710 0.178828 -1
d87664e388b286a3c250c3da5bec387529e561b8 0.179155 -1
ee57d703579a30c58b67e52341bb68164b8c6493 0.182451 -1
766b40c80646101c4426c897e4c0ad7d63df5441 0.183206 -1
affda10f503e244d64b8f790d55e93ec7a2f6720 0.185536 -1
f77b273496f39a5f6b38091c3cb0c1ae0f0b00a5 0.185686 -1
0e662eb26892b28e8f5c700692ee72fcbc9e437a 0.185947 -1
f5ed35a4251d6ba330f37279c6adab055f27cb1f 0.186110 -1
8bf29d82ec28b0d086f7a46806b7c2b87cfcba48 0.186850 10
6fd33d7bffe4d193947fcbd725662d5c0eb40310 0.190383 -1
c592cba66c8d47bca00f751a4dc89c02d99d58b0 0.190671 -1
0f24d300f69149b04f6d89699a7791ebbaa55407 0.190943 -1
8ba4e16026f5c8494ed829b982895ccbcc050965 0.193300 -1
d952ba3921ed935e7618138e18c16a911a6f8b75 0.197174 -1
de4ab5d0f86efaf037c67d15e120198bdc9bb41f 0.197786 -1
48e8d0ab5b205845007f08542a678d3e9877849b 0.198105 -1
b86344237702553ed22fa4946217c0451979e3a0 0.200471 -1
7ced23d99abcfca26a49678b026252c58d6500b7 0.203162 -1
d7c569470e0c036861ec2d5da37e254962393d8f 0.205907 -1
777b740b342d34c862f01de5aa005310708db6f9 0.206093 -1
a2d7abf458673031687534a28a238b1267ec0801 0.206441 -1
ecfda70cb14932bd5e013d5fb78a3dc5fdd1472d 0.211089 -1
a4ae76bc6a4077b6e4c2db6fd63869c62f834b42 0.213295 -1
0cc656625df26fa4d1e4eb6dd42c41aeda162aef 0.216860 -1
5c8ae6e1df9eda19d6a7a6a7190f0aa372f8e175 0.217914 -1
f98aa4cf7462bcd935379a419841a78a7e93ccb9 0.218109 -1
1cae6852050ecc4c370c8efe9d8299a1e5b6b63a 0.219871 -1
99ba48e3060e300a7cc06e434a6e7d0c1632e199 0.220184 -1
d9c43ee57d2b6a4d7796deee8093507c774d4436 0.220515 -1
809f6cc66e2e6e8c589cba534172b3c92c2bef8b 0.224463 -1
27cdaea3525d477181aaed3f2c3c1e6bf48d9ede 0.224923 -1
356520df44053288ef93cdf8a4903373f4ebbddb 0.227014 -1
f070d195fe44768803a86864d1e18133ff7bb820 0.227496 -1
365c5cd19c30be16cdbb5e0de85f95398680ff5d 0.231668 -1
50e84de64251c010d0197300a66b45c371d2b757 0.234084 -1
e9502561003d4b6f71500d9f564226fee1bd55cf 0.234365 -1
a265a7fc7e3707a44531aae4ea23fa28ac859e92 0.237110 -1
2804194e94d56cdbf11bd8d80d956c672e8cdbfb 0.237446 -1
35addc05536e7ca33e3958189f4ac3efd9bd962d 0.240854 -1
edda42c968b72bcd259e9e61d6affaf3d1daba49 0.241463 -1
1ec63be8990f79bd2fe0622564cc25602f04bcb0 0.245535 -1
a8b5b4d1dc0345e4b231f2dcc4d5e6795284391c 0.251749 -1
e63fad5463fc909c7b591cc9a7363e28f90b8c2e 0.254148 -1
f5bab8e4bb141b1188206441ee358192a779a109 0.257124 -1
7da0f0af4c342dfde44f805db7dc40761166084a 0.257349 -1
7bc0e6df7730a2eebdc152ecfc790547e4b35751 0.257565 -1
0faa7f9b1015600bab5f76276c98adbd7d751b02 0.262031 -1
3d1aab6781114a21f5a26d426a731ed5f55ee164 0.262797 -1
0816d562562b61cac0f047fb21829da508d21404 0.263001 -1
24e208310ecae2fdaafed0be8fa1f7027b67e07b 0.263300 -1
917fb2ff8e8bf8883a7aa21138d7fafaaa848eaa 0.265044 -1
3c567eb5be6acc5b5eb8da04f729ac18c08488b3 0.265370 -1
6c4c25da7b288408d6adb21e45f291f84e52563d 0.269871 -1
936e341d17b30f6ce906bb8b3c967672d285834c 0.270598 -1
60d8de13a7a130c3c7c5aa4aa6137cd67907b107 0.270838 -1
9c31f23b0c4df857ba8093c938c00b101765a7e6 0.272904 -1
d7a5bb8ba17fcad7d8a6cf63cf0028ad08d99e5b 0.275564 -1
cc400d1769ca42137a392183f0e0ae9659226733 0.275765 -1
048e4525c36bda4eb1cd0fabcef7166ad2c12328 0.278514 -1
3ffcb5c609b4d3e2ebe6863ab1b4e696895d91ac 0.278937 -1
c68c27711d9f8a85da17d8f5cde995bebe42e42f 0.282483 -1
0d866ee3a52627125dcc3e617e656f88913a4406 0.283355 -1
58ec878bd1ae6b3d65c8f5b0156c2e1fefdc7d56 0.285121 -1
22c2ab65cf87e72e214da9cda5d1283b90f85659 0.285300 -1
54d7bc27a0df426cebb3fe3b15b4c445c49f6490 0.285662 -1
07f1556a2cb43608b9425ca12c22d99f56a3bfd2 0.289807 -1
17d3eafd5c0a33df99625dbd6aff5bb08f8fabb1 0.600190 10
5ff7d92e320093b1335fbc1daea62ed79aa70981 0.607701 5
202ae2c9e5703b17c5824e5a811312894b90a492 0.825994 10
75e8607c8d4aa4c55babaf096b483661447ed797 1.558791 10
64bdbc36930e2b2bf390b48ba9e49c87b937c030 1.722981 10
ac194896ed1e8109979a21b6a050883a3189613c 1.795402 10
ed68e7602248caa455094e01a329630260b0f30b 2.319278 10
cac03bceb120637d2711498518d676d242352743 2.548138 8
1d58b538d46a05db08abb93d2234666aa98df96e 3.535213 10
60fdd3252643b2c499027a08566e8f4bca27b208 3.577435 10
15c7ec72dbc7be58be23444eed3f45de910b1544 3.745587 3
94ece366f2dc32d42aa8392c23891a979b47e1d6 3.955472 5
8c5b0445bbb8df98b4755dd8bc95866b01889f8d 4.402710 8
3981b49e0d53455f66b9aed094a55471c6f86007 5.045915 10
3e36f8649c037c95cd7e44a5d05550b6e2e1ba50 5.238406 5
91182e2a0a3aa97ed03c1fdea8144e45b10eac19 5.328974 0
efeeb530159b695618b4705015a177e84e421702 5.385725 10
109b274fca5024bdbbbbda9ce4f0193a61eb952f 5.434399 10
5f0d0eb32defeb5fbc77811486615cba15bddd14 5.581050 0
0de68a6ed881aeef8654929a719aefa2f621c164 5.638855 4
c3ceb1953212dcbf2ed9c61065d9ad02ae75525c 5.734000 5
187ce3410863cff607f3995cd5b8c53f482b1daa 6.375769 6
f185a2e1f9bf700f620af647f00d9ee22eb71f56 6.476990 1
4fbc2af23278bb8e963c65b8c92d357d4077213c 6.792764 0
ac2e718ba088016602f3c06be6afce8c26fb7e22 6.830961 5
7ce1f1128632d71e4152905eb6bdc9e0ba645649 6.978868 6
2037bb28b6cbb2436da2fa437efa97e8898ab101 7.232683 5
ab47fc76a31980518a57fff09eb9b001ac633137 7.323865 10
b49bc3b257ae2a15d1db6c07fbe1d3aa6b2273fd 7.343651 1
63dd0f4e55e47bd59a44771be64d2d95c32ce8e7 7.351601 8
610995bc6f127083e469732715cfd13d2fbedd27 7.611191 10
8790ff8036574f296804411a53b738d3f9a9ea5e 7.739875 0
3ea21f237a4b1f09725d304d7ffe683c1eb05b5b 8.207052 4
78c1b975c9db482e5d86238222257a344872c695 8.500117 5
c328d2f1230861d144c56c0504eb84f631d114ca 8.613788 8
5b613fc5a9c17d183ed022472d5c3038f6868bc0 8.622328 10
abeadd346d82ff26e240d8eddb39dc1ca3cf754b 8.745893 3
4bbe8631bed3c53e23e63f517aae842ea15a2783 8.903892 1
f8a162c8334a69f72f82be68be65870dfb295930 8.911829 0
58c0726f32e142700b4a038a58a5ec6442d779f5 9.105657 8
45f56c1f4a82d2aea9b48ef9cb788fbf3ad6b8fa 9.301323 10
66eedc627bdbb0bbc0bcb023fe004792affe5932 9.377036 5
db56c9462c0ecfd912e71b4de0de9cf1d2a1e6e1 10.076420 1
963d67b83a0a27dfb0bce11febaaf61c85720da4 10.221418 8
713dd166ba2414ed7b6d16f00bcba65d0fcb817e 10.245952 5
957fddaeb9b77d8e9090a9ddcfe992f9ecb922f1 10.305859 3
ac15cbddd398269eef00e5cfc36b70adbd7eeea6 10.503611 6
9574ef6110963e4f00c0e560930ba13d57b7c9aa 10.620633 1
d484db3cde4dfec4742e6fee02f8fdabafc26ee0 10.749273 1
04b758f5469d1ba09f73a5fefc26c05b13852b04 11.432838 8
7887b38b6d8e3ba8fa7182b78a1772e76d691022 11.543053 1
89f148ebc1dc8521332ff83987021f3575b71bb8 11.543438 1
5e89b541fcd5b8f736dfe7e1d464a785cd5ce0aa 11.627694 8
f65718793659af06ab5207976a92f85b89a78ea7 11.662439 1
49abb6f5271e60cc066e51c92cb08b6a69e833aa 11.698376 10
7be924b8be7d86e08a1b94b1f820d341305f5462 11.838536 8
a3d0c5fa2fe859ce60d5d0af8f381a3a2da7d0fa 11.879332 6
16bb51a654cd6aa57e1c9e564fdedaea859aae75 11.979195 8
2661b56e594be392f307754e0692a1f8e6a81da4 12.275529 3
445647f26c42372c736497e6a123270d823d55df 12.387981 10
71a14d64f80c7f087a4602c9d2df1982a8ec6069 12.461615 10
295acb75daac5c3ba19d4d893acbc7d53be809e3 12.469873 6
128bcdd923640d0fccf90f5349753bab1b3ad3d3 12.540560 6
1d41143eb90c27bd05b8a78fd75f81f0d38058fc 12.779717 8
33aef01956c3a8faf054e5cc8a84dc97586ad5b7 12.978781 6
66a09797b924b9d51a3ee159d56c77f0779ff615 12.986821 10
4a0521436be7369566d31ebd41bdeb8a3cc6216f 13.225611 8
02b8dafc6b34a63e4a0f6b2cfd123063bab0fcfa 13.350545 0
218e85b59956e87b0206e366006573f14cc1c78d 13.376226 0
3efdf890db1483db5e686ca7270b7a6246c2354d 13.409035 5
e52753c7bf88f7d56ad96dff0f54eaf10ea26c18 13.642597 1
d8607ed9e28a8f65d7d76b358655b215d2ed9b7c 13.961592 7
c48b3b0499e7bb1c942372be093a7be44bb5e447 14.110733 1
af64cac69518e1739897da0e82300de9bb9c38dd 14.204658 10
3c353ee933dcd8510a40d549a1d649413773209e 14.373835 10
f8c668bf8c08bcf6e7db061c9f2453a8ac8ffc82 14.533687 7
f5a8b45a46f9777c419ee92df1d700cd4417e7b8 14.985945 4
109e31f207aa926a04603b3a5651baa4a9ea0f98 15.111096 6
65e95d8f53b1a92238756bc102d1712e6c64038a 15.236073 10
2674a02f21c469eb30db3610bf836fea8dfc57c8 15.498109 0
5bd0a4f44d3aad2955f6f84a49b69f97dc4bf1d1 15.506778 4
a86a7e95b837575bcea0c4dc4d934c58fbf3b7f4 15.615213 2
9d79beb83dc29662ab20ec5a12447e17cf04325e 15.988017 7
2e8288b33e2b5a038afae10a49c43874f1ddfae0 16.004272 5
011ea0da1d37624580460007f9390d9e4afea0c1 16.368457 4
83dfdf03ad177b58f4b719c4ae0d5f60b1c23073 16.401004 1
362038b1e6d5123787330623385dad1a6d90c958 16.424021 10
d7f66786c8deaaa5d79bcb836b8251b6324f6225 16.491357 3
e0a468aa111c18d73d3a6d7cd7657303cd9b421b 16.549334 10
1c95bc8b5ea978c8f379e92de933d9c477a098c9 16.743939 4
d22202861982d5dd87635ff569c868bb22e3c0db 16.899570 8
278c5bca66bbc29d87b93fc753ccd6472da504bb 17.001018 3
538d3eae8b5a67d815719cec30a69d23b3a10e37 17.035504 2
5c231d73a431aa52420fc87a31ef6a7d877b59f7 17.080979 0
2c264c2738f362436920d9ef59be4cef7ca648eb 17.385520 1
eae9a5717c801376da5f73d1f5bba38d867048f2 17.567983 6
cccfaca541b63fecfc7ab48bf64b3e4935281c35 17.882166 1
7e1638370984ca89403747a76df33d2f6485570e 18.020315 1
193fe53ae3866b55f6445762d08d682bac41e00b 18.205938 10
48ac1b84152ed34e2eda855f9fafc3a8c53725af 18.499539 4
c169e770d5aebc34da9533369ed501c22b284274 18.763604 10
e9333f10a5b42664f73276ed50852ddf08ed9ebd 18.801973 5
b95c62f7177afc9b4b26215c1e279791362dc462 19.023389 10
922a4315b9e9e953073dea8a45fe30de60f3b347 19.112825 10
6010d616ca4f92775c78905aa91bff496d77c7d8 19.147284 4
b8b65e91d6624cfb5ea1f5fc0a719c9ad8ba68e8 19.274495 3
d641bf498e53372710473ccab1132f0a0ab103e9 19.282493 8
0e35c73652e11f8a02f4cd2c2f1301cad286b2f1 19.455358 1
00bd04fb6e8c2638e294b609c5a3898d780c3d4f 19.588801 10
b53ed549e175445956b54d9359d3df64b0e346e4 20.163233 0
475587f47a6085a4f99efbaaa18219a6d265e464 20.229106 4
ca087bd4ffad4397c0eea28ddf4e8a272c80e963 20.255361 10
be9c95ce29ae457c2f5195ecbdfde15f14afaf2e 20.255851 10
d046182cf5318984fd028abcf7acd0a66f79cc5d 20.255991 10
78b4c4b87c2b4c98abac92ec9c24398a51b5de3a 20.828510 10
5ba548bd828a408a05a1f4eb0ac644543bdb78fc 21.146210 10
ce9b15adc92072b0147710e312d16ac9b9cf1de1 21.445779 10
ae6e16fe395facfdd67cb3786c9652d0d67a13d6 21.522462 3
f2d1dd651b9a706b242184b64c557de820cae9a7 21.532397 7
8392a9267108102c47c50248a4d554e17152d4bb 22.277253 0
f1292275cac9a2bbae67edf61a57fc221d9b5cfb 22.403861 8
8c469e793a2c7b5f2f545bfdf4cbd0fe5b610ef6 22.436043 3
93875d377abd78d9bb0c323356f0fc8a7af8c466 22.728192 10
76b799c611f483e58da45148904af9a1c9835285 22.728731 10
91177951c833b9e3ef2938c710d63c20ed282e17 23.334059 5
1e90531b742ed66112f8e36c28717e810c7e0b9a 23.482657 6
3ec128102be7bb8985460d7e97bbbf08e0094bbe 23.493564 2
ddbfb6fb4294b1cbca6c78cb248babaafdf79104 23.602784 0
29836c6127917c912826bc28885d62213c715b15 23.708264 10
a48b4ceb37f0ecc5204d4ee946aa8972a69b03f4 23.818189 7
7bc33f543f1844caaa22d177504cba7fa23d0d9e 23.860063 7
03acdf1ea8c5108dc5a0ddce7d9e29900995a5af 23.917019 5
7599a19e7b7aae2a5f2dcae3e2ccee666d7e7010 23.974977 6
e2c42ff09ea06f0b15dd47654c1ac58920879257 24.008015 8
7ef72d45493cdb968cb842398fed505c12b056c8 24.042721 10
3eec3fd4fbe57cdf1e10bcdefa8676d0834abac9 24.119718 1
9a2b8f41a4685ac8e7a52d18ea8aa4d273f85996 24.417939 4
1e1a7247f83c564c873ec184235ee83163df6862 24.492691 3
c7882c9a0a6d73de035bdcaabcc01d466e6c71e7 24.641588 0
42249c8fa70fb5ce2cbc1334308c290844f357c4 24.738215 0
228aed34486b371e793125f9ecd381cf052a8fe8 24.779933 0
262d9bd391246666135f05750fee21bd3c55e6d4 25.043548 6
8114f774dccc29e2de4b26b812a30bfbe7e5dba0 25.542605 10
55a966af213ab3f310a5bfd3238d230068bb99fe 26.225000 0
11a6f61f2700e819465ac28363c8f1f6cc7d7cd1 26.257496 10
ce2189359bd5c3324d2d03102798405ab3aff104 26.663497 7
e6793aa0823bd540d21d0d9485fee66d27c54163 26.757636 1
6a1a2209302ad4337038dee79e6ee40d5e35aca7 26.950318 2
33391d75e6a4102fc50e40e51a37fe1685ac5a3a 27.111135 10
3c319e11163922a6360cfde2f5e474b0e16c1163 27.240361 3
b5f5e0aae6d9aeff575b198c116fbac6627d146c 27.363913 8
f0532605000c0bd3630c9117dc3b1db329ba651d 27.396174 10
17787bd01ffe6157dc88cdbf1c6ad78bf44ae63f 27.491592 10
571c4998f3dc6d0e8141d4aa00b34ccaa3e5f000 27.548797 10
319cb92bc4cf2420bd19476be5e6f55312afd2ed 27.565270 4
19a12e0c262dd519574d7bb3b7ed69f9154ed4fe 27.618855 6
d0ca6f1f40270053b3b318ea2a6a69dacf6443d6 27.668464 6
3b7feff9bfd3a9b6cdb7a4fd7eca0cbee63bbb48 28.077476 10
89d64bab26220161634c126f57bc379441730aa7 28.139406 6
cc0b82d6dd32cbb6f7def690b08c6b2cc5823e50 28.442715 5
20e846a52b66c08f6cf1d68628c83e3189e24cea 28.834790 10
66d5827febeb377596c71fdb732c375355a5bdfd 28.948870 6
9a86bd096b696324211a1850c1d665bc00c6ce9c 28.988817 4
29e6390be79e062652d4ddfb8f0425e17ba794db 29.304162 7
0ee4130a3d6cdd1ffad95827a50ab390ed690cf5 29.652362 0
c2325bfb4d62ba72c63dc2d49485456c395fd937 29.710880 10
e4d23b7881e74bdfaf09c3a1cb773760e981d07a 29.927706 4
806a6621c4ea9924e3082f83a40e1cb749f6eef1 29.970146 10
7ce8069ecaa2d2f9f5d229d85077799cc310decc 30.101331 1
63fa262644d36461b811213b2b71c25760070c9c 30.135103 6
ef7b29a94b006393333f166842f2616e0dffe21f 30.508306 7
bd8bf9076cbf1359ac0c2af7d970ae42849e093f 30.916110 2
77c5931e1febbeb8e2228d834a63d3b410dfeeba 31.173871 4
1ab87f8a38f54a5cedf8644b24191d6a2ddf39cf 31.315276 5
93d428a57e2f2b654373a291b565944ec161735b 31.360171 0
021fab279eb5e57ecff96840fe2a6081b88ffecb 31.486621 7
aed43fd07d3b139662c780a906b965ebeb89fb76 31.771152 8
f9230b0cb6a900378df7f5d55a7bc2e8f6c5499b 32.342277 3
49d047b89bd585990cf1b9ba0e4e0bf97044f168 32.360859 6
8ef0037075fdb5eac7c61300e9835c553e94d0e7 32.649633 2
f3aab742812a72c98c6d02ae991984369c2af60c 32.788497 10
1e8e898e4df860781023bfd5c7deb1b027d5ee86 32.839453 7
27059c621f9e1f08de22bf6a10d49cb20673446e 33.080753 6
868f1bf4786f4cc2acd2a04f1a68b2761d0283d8 33.535554 0
ccc3821252521a8ba92b8132196fced167cff0f8 33.586428 7
25f1403719599247d5986126ec709eda85e2e8ad 34.414365 5
